key,b_star_traditional,b_star_ml,skip_list_traditional,skip_list_ml
7477485,0.2,0.1,0.6,0.3
7479108,0.1,0,0.6,0.1
7481339,0.1,0,1.2,0.2
7507632,0.2,0,0.7,0.3
7499612,0.1,0.1,0.3,0.2
7488440,0.2,0.1,0.3,0.3
7508823,0.1,0.1,0.4,0.6
7510503,0.1,0.1,0.4,0.2
7501215,0.2,0.1,0.3,0.2
7479588,0.1,0.1,0.2,0.2
7507594,0.2,0.1,0.1,0.3
7481932,0.1,0,0.2,0.1
7479657,0,0,0.2,0.1
7495897,0.1,0,0.3,0.4
7495784,0.1,0,0.3,0.7
7494013,0.1,0.1,0.3,0.2
7488360,0.1,0.1,0.3,0.3
7492358,0.2,0.1,0.3,0.1
7479867,0.1,0.1,0.1,0.1
7498571,0.1,0.1,0.3,0.2
7500416,0.1,0.1,0.3,0.3
7492575,0.1,0.1,0.2,0.2
7500816,0.1,0.1,0.6,0.1
7490404,0.1,0.1,0.4,0.3
7514486,0.2,0.1,0.3,0.3
7492868,0.1,0.1,0.3,0.2
7493688,0.2,0.1,0.3,0.3
7479236,0.1,0.1,0.3,0.2
7485894,0.2,0.1,0.4,0.2
7498082,0.1,0,0.2,0.2
7499504,0.1,0,0.2,0.2
7508710,0.2,0,0.3,0.2
7510108,0.1,0.1,0.7,0.4
7504031,0.1,0.1,0.4,0.3
7487612,0.2,0.1,0.2,0.2
7506608,0.1,0.1,0.2,0.2
7491854,0.1,0.1,0.3,0.1
7496036,0.2,0.1,0.2,0.2
7482392,0.2,0.1,0.5,0.3
7478773,0.1,0.1,0.2,0.4
7510416,0.1,0.1,0.2,0.2
7514051,0.1,0.1,0.2,0.2
7490247,0.1,0.1,0.6,0.3
7478015,0.1,0.1,0.3,0.3
7486390,0.1,0.1,0.5,0.2
7501613,0.1,0.1,0.2,0.2
7487662,0.1,0.1,0.3,0.1
7506598,0.1,0.1,0.3,0.1
7478464,0.1,0.1,0.4,0.2
7497446,0.2,0,0.3,0.2
7477703,0.1,0,0.2,0.2
7491032,0.1,0.1,0.2,0.2
7489859,0.1,0.1,0.6,0.2
7496615,0.1,0.1,0.2,0.2
7481487,0.1,0.1,0.3,0.2
7486927,0.2,0.1,0.5,0.2
7485955,0.1,0,0.3,0.1
7499510,0.1,0,0.3,0.2
7512535,0.2,0,0.3,0.3
7507458,0.1,0,0.6,0.2
7483016,0.1,0,0.3,0.3
7507026,0.2,0,0.4,0.4
7479228,0.1,0,0.3,0.1
7486132,0.1,0.1,0.4,0.3
7506976,0.2,0.1,0.3,0.2
7510620,0.1,0.1,0.2,0.3
7493923,0.2,0.1,0.7,0.2
7513079,0.2,0.1,0.4,0.3
7478449,0.1,0.1,0.1,0.2
7508840,0.2,0.1,0.3,0.4
7514176,0.1,0.1,0.3,0.2
7482263,0.1,0.1,0.3,0.3
7490977,0.1,0.1,0.2,0.2
7482177,0.1,0,0.3,0.2
7501729,0.2,0,0.2,0.2
7505306,0.2,0.1,0.4,0.2
7477709,0.2,0.1,0.2,0.3
7475662,0.1,0.1,0.2,0.4
7493793,0.2,0.1,0.3,0.4
7483022,0.1,0.1,0.2,0.2
7479982,0.1,0.1,0.2,0.3
7484776,0.2,0.1,0.3,0.4
7478755,0.1,0,0.5,0.2
7505730,0.2,0,0.7,0.4
7512996,0.1,0,0.2,0.3
7490857,0.1,0.1,0.2,0.2
7491915,0.2,0.1,0.2,0.3
7511120,0.1,0.1,0.2,0.3
7495680,0.1,0.1,0.3,0.3
7498834,0.2,0.1,8.2,0.2
7506117,0.2,0.1,0.3,0.1
7479338,0.2,0.1,0.1,0.3
7496953,0.1,0,0.3,0.3
7491067,0.2,0,0.1,0.2
7497525,0.1,0,0.4,0.3
7496637,0.1,0,0.2,0.2
7508874,0.2,0,0.3,0.2
7504121,0.1,0.1,0.3,0.3
7494719,0.1,0.1,0.4,0.2
7513798,0.2,0.1,0.4,0.3
7509013,0.1,0.1,0.3,0.2
7505815,0.1,0.1,0.2,0.2
7481145,0.1,0.1,0.3,0.2
7507340,0.1,0.1,0.3,0.3
7493712,0.2,0.1,0.3,0.2
7476471,0.2,0.1,1,0.3
7509930,0.1,0.1,0.4,0.1
7512822,0.2,0.1,1.2,0.2
7498608,0.2,0.1,0.3,0.2
7489405,0.1,0.1,0.4,0.3
7506539,0.2,0.1,0.2,0.2
7494586,0.1,0.1,0.2,0.2
7485385,0.1,0.1,0.4,0.2
7487090,0.1,0.1,0.1,0.3
7512632,0.1,0.1,0.2,0.3
7502991,0.2,0.1,0.2,0.2
7502368,0.2,0.1,0.4,0.3
7491630,0.1,0.1,16.2,0.4
7492998,0.1,0.1,0.3,0.4
7493538,0.2,0.1,0.4,0.2
7487212,0.1,0.1,0.3,0.5
7512687,0.1,0.1,0.2,0.3
7496864,0.1,0.1,0.4,0.3
7494233,0.2,0,0.6,0.2
7514200,0.1,0,0.3,0.3
7499807,0.1,0,0.2,0.3
7493544,0.1,0,0.3,0.1
7496614,0.1,0,0.2,0.2
7499019,0.2,0,0.3,0.2
7505393,0.2,0,0.4,0.3
7476076,0.1,0,0.1,0.4
7482052,0.2,0,0.2,0.1
7477360,0.1,0.1,0.3,0.2
7501338,0.1,0.1,0.2,0.2
7506880,0.1,0.1,0.1,0.3
7507144,0.1,0.1,0.2,0.2
7511821,0.1,0.1,0.2,0.2
7487519,0.1,0.1,0.5,0.4
7513583,0.1,0.1,0.3,0.2
7475404,0.2,0.1,0.1,0.1
7477438,0.2,0.1,0.1,0.3
7492413,0.4,0.1,0.4,0.4
7490517,0.2,0.1,0.5,0.4
7500691,0.1,0.1,0.4,0.3
7507822,0.1,0.1,0.3,0.3
7513720,0.2,0.1,0.3,0.2
7482514,0.1,0.1,0.7,0.6
7508200,0.2,0.1,0.4,0.2
7509257,0.1,0.1,0.3,0.5
7511453,0.1,0.1,0.3,0.2
7496031,0.2,0.1,0.3,0.3
7488303,0.1,0,0.3,0.3
7503663,0.1,0,0.3,0.2
7500527,0.2,0.1,0.2,0.3
7498676,0.1,0,0.2,0.1
7480681,0.2,0.1,0.3,0.2
7483624,0.2,0.1,0.5,0.3
7500779,0.1,0.1,0.3,0.3
7496076,0.2,0.1,0.3,0.2
7487990,0.2,0.1,0.3,0.2
7481322,0.1,0.1,0.4,0.2
7512164,0.2,0,0.4,0.2
7494086,0.2,0.1,0.4,0.2
7495400,0.1,0,0.3,0.2
7513932,0.1,0,0.4,0.3
7506065,0.2,0,0.5,0.2
7490449,0.1,0,0.3,0.2
7480213,0.1,0,0.4,0.2
7481133,0.1,0,0.2,0.2
7482727,0.1,0.1,0.4,0.4
7502651,0.2,0.2,0.3,0.3
7511299,0.1,0.1,0.3,0.4
7501019,0.2,0.1,0.3,0.2
7509199,0.1,0,0.5,0.5
7499542,0.1,0,0.3,0.3
7506417,0.2,0,0.6,0.4
7502971,0.1,0,0.3,0.3
7511456,0.1,0.1,0.2,0.2
7479369,0.2,0.1,0.2,0.2
7494120,0.1,0.1,0.3,0.2
7507889,0.2,0.1,0.4,0.3
7480817,0.1,0.1,0.3,0.3
7484123,0.1,0.1,0.3,0.4
7477620,0.2,0.1,0.3,0.2
7491060,0.2,0.1,0.2,0.4
7476841,0.1,0.1,0.4,0.4
7477619,0.1,0.1,0.2,0.2
7511238,0.1,0.1,0.3,0.2
7512128,0.1,0.1,0.3,0.3
7497019,0.1,0,0.4,0.3
7505755,0.1,0,0.2,0.3
7478976,0.1,0.1,0.3,0.2
7480834,0.1,0.1,0.2,0.2
7498946,0.1,0.1,0.3,0.2
7478093,0.2,0.1,0.3,0.3
7499994,0.1,0.1,0.3,0.4
7475827,0.1,0.1,0.2,0.1
7487896,0.2,0.1,0.3,0.4
7498935,0.1,0.1,0.2,0.4
7509786,0.1,0.1,0.3,0.3
7475857,0.1,0.1,0.1,0.2
7484625,0.1,0,0.4,0.3
7497764,0.2,0,0.4,0.2
7489938,0.1,0,0.4,0.2
7500113,0.1,0.1,0.4,0.2
7482240,0.1,0.1,0.3,0.2
7480854,0.1,0.1,0.6,0.1
7483646,0.1,0.1,0.3,0.3
7486394,0.1,0.1,0.4,0.2
7482322,0.2,0.1,0.2,0.3
7506965,0.1,0.1,0.3,0.2
7498189,0.1,0.1,0.2,0.7
7512890,0.2,0.1,0.2,0.3
7483370,0.1,0.1,0.3,0.2
7490833,0.1,0.1,0.1,0.2
7488801,0.2,0.1,0.3,0.4
7494830,0.1,0.1,0.4,0.3
7511441,0.2,0.1,0.2,0.2
7509014,0.2,0.1,0.2,0.3
7487646,0.1,0.1,0.1,0.2
7511520,0.1,0.1,0.3,0.2
7487916,0.1,0,0.4,0.3
7494963,0.1,0,0.2,0.2
7483618,0.1,0,0.2,0.1
7503996,0.1,0,0.3,0.2
7495225,0.1,0,0.5,0.2
7506302,0.2,0.1,0.4,0.2
7507137,0.1,0.1,0.2,0.2
7496006,0.1,0.1,0.4,0.3
7489522,0.2,0.1,0.3,0.2
7492809,0.1,0.1,0.2,0.3
7488896,0.1,0.1,8.5,0.2
7512575,0.1,0.1,0.4,0.4
7492520,0.2,0.1,0.3,0.2
7510942,0.1,0.1,0.4,0.2
7502462,0.1,0.1,0.3,0.2
7485399,0.2,0,0.3,0.2
7507180,0.1,0,0.1,0.4
7510535,0.1,0,0.3,0.2
7489001,0.1,0,0.3,0.2
7494769,0.2,0,0.3,0.2
7483498,0.1,0,0.3,0.3
7481984,0.2,0,0.2,0.3
7505436,0.1,0.1,0.2,0.3
7500825,0.1,0.1,0.3,0.2
7481460,0.1,0.1,0.1,0.2
7481869,0.1,0.1,0.2,0.5
7476824,0.2,0.1,0.2,0.4
7502706,0.1,0.1,0.3,0.2
7493916,0.1,0.1,0.5,0.2
7502539,0.2,0.2,0.3,8.9
7494515,0.1,0.1,0.3,0.1
7512749,0.1,0.1,1.5,0.3
7508523,0.1,0.1,0.2,0.2
7486276,0.1,0,0.3,0.7
7483108,0.2,0,0.3,0.2
7499596,0.1,0.1,0.3,0.3
7507280,0.1,0.1,0.3,0.2
7491072,0.2,0.1,0.2,0.3
7475459,0.1,0,0.2,0.2
7512304,0.2,0,0.4,0.2
7510479,0.2,0,0.4,0.2
7482657,0.1,0,0.3,0.2
7512951,0.1,0.1,0.2,0.2
7510969,0.1,0.1,0.2,0.2
7482165,0.1,0.1,0.2,0.2
7506602,0.1,0.1,0.2,0.1
7508989,0.2,0.1,15,0.4
7508021,0.1,0.1,0.2,0.2
7479742,0.2,0.1,0.2,0.2
7479376,0.1,0.1,0.2,0.2
7506434,0.1,0.1,0.3,0.3
7506811,0.1,0.1,0.2,1.6
7509671,0.1,0.1,0.2,0.2
7508885,0.1,0,0.2,0.2
7487240,0.1,0,0.3,0.3
7488686,0.2,0,0.2,0.4
7512159,0.1,0.1,0.3,0.2
7512883,0.1,0.1,0.1,0.2
7481341,0.2,0.1,0.1,0.1
7484090,0.1,0.1,0.4,0.3
7486397,0.1,0.1,0.3,0.2
7476937,0.2,0.1,0.3,0.3
7484969,0.1,0.1,0.7,0.3
7508562,0.1,0,0.3,0.2
7511550,0.2,0,0.2,16
7513516,0.2,0,0.3,0.3
7503870,0.1,0,0.3,0.3
7476583,0.1,0,0.2,0.2
7478988,0.2,0,0.3,0.3
7493285,0.2,0,0.2,0.2
7506919,0.1,0,0.1,0.2
7503303,0.2,0,0.3,0.2
7507691,0.2,0,0.2,0.2
7490433,0.2,0,0.3,0.5
7487330,0.1,0,0.3,0.4
7490219,0.1,0.1,0.3,0.1
7484907,0.1,0,0.3,0.3
7479511,0.1,0,0.3,0.2
7495442,0.1,0,0.4,0.5
7502592,0.1,0.1,0.3,0.2
7488302,0.1,0.1,0.2,0.2
7485446,0.2,0.1,0.3,0.2
7487053,0.1,0.1,0.3,0.3
7483136,0.1,0,0.3,0.3
7492923,0.2,0,0.2,0.2
7487133,0.1,0,0.2,0.4
7480069,0.2,0,0.4,0.2
7494879,0.2,0,0.3,0.7
7491180,0.1,0,1,0.2
7493348,0.1,0,0.2,0.2
7508955,0.2,0,0.4,0.2
7507801,0.1,0,0.2,0.2
7489009,0.2,0,0.4,0.3
7481736,0.2,0,0.2,0.5
7477559,0.2,0.2,0.3,0.2
7493146,0.1,0.1,0.2,0.2
7485418,0.1,0.1,0.3,0.2
7503624,0.1,0.1,0.2,0.2
7499954,0.1,0.1,0.3,0.2
7504052,0.1,0.1,0.3,0.2
7487661,0.1,0.1,0.3,0.2
7486541,0.1,0.1,0.3,0.2
7493917,0.1,0.1,0.5,0.2
7487814,0.1,0.1,0.2,0.3
7512735,0.1,0,0.5,0.2
7509472,0.2,0,0.8,0.3
7480491,0.1,0,0.1,0.2
7490077,0.1,0,0.3,0.4
7508458,0.1,0,0.3,0.2
7494650,0.1,0,0.3,0.1
7512515,0.2,0.1,0.4,0.4
7483253,0.1,0.1,0.1,0.2
7499707,0.1,0,0.7,0.2
7480876,0.2,0,0.2,0.2
7505816,0.1,0,0.2,0.2
7483569,0.1,0.2,0.2,0.3
7498922,0.2,0.1,0.3,0.2
7504020,0.1,0.1,0.4,0.2
7506867,0.2,0.1,0.1,0.2
7499564,0.1,0.1,0.1,0.2
7487454,0.1,0.1,0.6,0.6
7500695,0.2,0.1,0.3,0.2
7493800,0.1,0.1,0.3,0.4
7506395,0.2,0.1,0.2,0.3
7478144,0.2,0,0.2,0.4
7479398,0.1,0.1,0.3,0.2
7477017,0.1,0,0.6,0.3
7500923,0.2,0.1,0.4,0.3
7493315,0.1,0.1,0.2,0.3
7512356,0.1,0,0.2,0.3
7510046,0.1,0,0.5,0.3
7475567,0.2,0,0.5,0.2
7509010,0.1,0,0.2,0.3
7475461,0.2,0,0.1,0.1
7511287,0.2,0,0.6,0.3
7486014,0.1,0,0.3,0.2
7514169,0.1,0.1,0.3,0.3
7505245,0.2,0.1,0.2,0.4
7488609,0.1,0.1,0.5,0.2
7492900,0.1,0.1,0.2,0.2
7498175,0.2,0.1,0.3,0.2
7490315,0.2,0.1,0.6,0.3
7479882,0.2,0.1,0.3,0.4
7505016,0.1,0.1,0.3,0.2
7477147,0.2,0.1,0.2,0.4
7507365,0.2,0.1,0.3,0.3
7486637,0.1,0.1,0.3,0.6
7510330,0.1,0.1,0.2,0.3
7491756,0.1,0.1,0.4,0.2
7481058,0.1,0.1,0.6,0.2
7498560,0.2,0.1,0.2,0.2
7484277,0.1,0.1,0.2,0.2
7487880,0.1,0.1,0.3,0.2
7505859,0.1,0,0.3,0.1
7493825,0.1,0,0.4,0.2
7511733,0.1,0,0.3,0.4
7485611,0.1,0,0.4,0.3
7502247,0.2,0,0.4,0.3
7513946,0.1,0,0.3,0.4
7489195,0.2,0,0.4,0.3
7476829,0.1,0,0.3,0.4
7488841,0.1,0.1,0.2,0.3
7500646,0.1,0,0.3,0.2
7501996,0.2,0.1,0.2,0.2
7495351,0.1,0.1,0.4,0.2
7495056,0.1,0.1,0.2,0.6
7503123,0.1,0.1,0.3,0.3
7479981,0.1,0.1,0.2,0.2
7497133,0.1,0.1,0.3,0.4
7493289,0.1,0.1,0.2,0.1
7513764,0.2,0.1,0.1,0.2
7501745,0.1,0.2,0.3,0.2
7493700,0.2,0.1,0.2,0.6
7514209,0.1,0,0.2,0.3
7499963,0.1,0,0.3,0.3
7505938,0.1,0,0.2,0.2
7497976,0.1,0,0.7,0.4
7499906,0.1,0,0.2,0.2
7477565,0.2,0,0.3,0.2
7507915,0.2,0,0.2,0.2
7490594,0.2,0,0.3,0.3
7488422,0.2,0,0.4,0.3
7490264,0.2,0,0.3,0.4
7510319,0.1,0,0.3,0.5
7475589,0.2,0,0.2,0.2
7490737,0.1,0,0.6,0.4
7494745,0.1,0,0.2,0.2
7498243,0.1,0.1,0.1,0.4
7480582,0.1,0.1,0.3,0.2
7495420,0.1,0.1,0.2,0.2
7487751,0.2,0.1,0.3,0.4
7495019,0.1,0.1,0.3,0.2
7491966,0.1,0.1,0.3,0.3
7510821,0.2,0.1,0.3,0.2
7483277,0.1,0.1,0.2,0.2
7479248,0.1,0.1,0.4,0.3
7493434,0.1,0.1,0.4,0.2
7493279,0.2,0.1,0.1,0.1
7478093,0.1,0.1,0.2,0.2
7492414,0.2,0.1,0.3,0.2
7481985,0.2,0.1,0.3,0.1
7500197,0.2,0.1,0.5,0.2
7485962,0.1,0.1,0.4,0.4
7501382,0.2,0,0.2,0.2
7511367,0.2,0,0.2,0.2
7487764,0.2,0,0.3,0.2
7504489,0.1,0,0.5,0.3
7504104,0.2,0.1,0.3,0.3
7478689,0.2,0,0.4,0.3
7482872,0.6,0.1,0.3,0.6
7493376,0.1,0.1,0.2,0.3
7480981,0.1,0.1,0.4,0.2
7491251,0.1,0.1,0.2,0.5
7508958,0.2,1.1,0.3,0.3
7503709,0.2,0,0.2,0.2
7483062,0.1,0,0.3,0.4
7508529,0.2,0,0.2,0.2
7487421,0.1,0,0.6,0.4
7488361,0.1,0,0.3,0.4
7500157,0.1,0,0.3,0.2
7487491,0.1,0.1,0.3,0.4
7513344,0.2,0.1,0.5,0.3
7480492,0.2,0.1,0.1,0.3
7478039,0.2,0.1,0.1,0.3
7512212,0.2,0.1,0.3,0.3
7510320,0.1,0.1,0.3,0.3
7476034,0.2,0.1,0.2,0.6
7481428,0.2,0.1,0.6,0.2
7487362,0.1,0.1,0.2,0.2
7487982,0.1,0.1,0.2,0.3
7510047,0.1,0.1,0.3,0.3
7507643,0.1,0.1,0.2,0.2
7485784,0.2,0.1,0.5,0.4
7485202,0.2,0.1,0.1,0.2
7498166,0.1,0.1,0.3,0.2
7497317,0.1,0.1,0.2,0.2
7505273,0.1,0.1,0.2,0.2
7480619,0.1,0.1,0.2,0.2
7490379,0.2,0.1,0.2,0.5
7479414,0.1,0.1,0.2,0.2
7489349,0.2,0.1,0.3,0.2
7491996,0.2,0.1,0.3,0.3
7476372,0.1,0.1,0.4,0.2
7494376,0.2,0.1,0.3,0.3
7505609,0.1,0,0.1,0.4
7477838,0.1,0,0.3,0.3
7507914,0.1,0,0.2,0.2
7505498,0.2,0,0.5,0.2
7483955,0.2,0,0.3,0.4
7499989,0.2,0.1,0.2,0.3
7511907,0.2,0.1,0.4,0.3
7494341,0.2,0.1,0.2,0.2
7507358,0.1,0.1,0.4,0.2
7484109,0.1,0.1,0.1,0.2
7482337,0.1,0.1,0.2,0.3
7477783,0.2,0,0.2,0.2
7507645,0.1,0,0.2,0.3
7508740,0.1,0.1,0.2,0.2
7502822,0.1,0,0.3,0.3
7485569,0.2,0,0.4,0.3
7477512,0.2,0,0.2,0.2
7488663,0.2,0.1,0.3,0.3
7502409,0.5,0,0.2,0.2
7511656,0.2,0,0.3,0.3
7482359,0.1,0,0.2,0.2
7497134,0.1,0,0.3,0.3
7492458,0.3,0,0.3,0.4
7476759,0.1,0.1,0.4,0.6
7484233,0.1,0.1,0.4,0.3
7475480,0.2,0,0.1,0.2
7480187,0.1,0.1,0.1,0.2
7491676,0.1,0.1,0.2,0.8
7478319,0.1,0.1,0.3,0.2
7495196,0.2,0.1,0.3,0.4
7493103,0.2,0.1,0.3,0.2
7476465,0.1,0.1,0.2,0.3
7482860,0.1,0.1,0.3,0.5
7478565,0.2,0.1,0.2,0.6
7497650,0.2,0,0.4,0.3
7485408,0.1,0,0.2,0.2
7491866,0.1,0,0.2,0.2
7504088,0.1,0,0.3,0.3
7490990,0.2,0.1,0.2,0.4
7478256,0.1,0.1,0.2,0.2
7478770,0.1,0.1,0.2,0.3
7484232,0.1,0.1,0.2,0.3
7509148,0.1,0.1,0.5,0.3
7495664,0.2,0.1,0.3,0.4
7483731,0.2,0.1,0.5,0.5
7499289,0.2,0.1,0.3,0.4
7475979,0.1,0.1,0.3,0.3
7489563,0.2,0.1,0.4,0.6
7479827,0.1,0,0.2,0.6
7495955,0.1,0,0.3,0.3
7501939,0.3,0,0.2,0.4
7491443,0.2,0,0.3,0.5
7481287,0.1,0.1,0.4,0.2
7477850,0.1,0.1,0.2,0.2
7495602,0.1,0.1,0.3,0.3
7486989,0.2,0.1,0.8,0.2
7512703,0.2,0.1,0.2,0.3
7485585,0.1,0.1,0.2,0.2
7483171,0.1,0.1,0.2,0.2
7483889,0.2,0.1,0.4,0.3
7508222,0.1,0.1,0.4,0.3
7510838,0.2,0.1,0.2,0.2
7498071,0.2,0.1,0.2,0.2
7494700,0.1,0,0.4,0.3
7506075,0.1,0.1,0.3,0.3
7507583,0.1,0.2,0.3,0.3
7493273,0.1,0.1,0.2,0.3
7489058,0.1,0.1,0.3,0.5
7500516,0.1,0.1,0.5,0.3
7486495,0.1,0.1,0.4,0.4
7514180,0.2,0,0.3,0.3
7509724,0.1,0,0.4,0.2
7513139,0.1,0,0.4,0.6
7503103,0.2,0.1,0.2,0.2
7484781,0.3,0.1,0.2,0.5
7495066,0.1,0.1,0.2,0.2
7481633,0.1,0.1,0.4,9
7486160,0.1,0.1,0.6,0.6
7510336,0.1,0.1,0.3,0.2
7512056,0.2,0.1,0.4,0.3
7487234,0.1,0.1,0.2,0.3
7502024,0.2,0.1,0.1,0.2
7502718,0.1,0,0.1,0.3
7513653,0.1,0,0.3,0.2
7488414,0.2,0.1,0.3,0.1
7498279,0.2,0,0.2,0.2
7501323,0.1,0,0.1,0.3
7478403,0.1,0,0.3,0.3
7513712,0.2,0,0.3,0.2
7476457,0.1,0,0.2,0.3
7494981,0.1,0,0.3,0.3
7479139,0.1,0,0.3,0.3
7480959,0.1,0,0.2,0.2
7490027,0.1,0,0.4,0.3
7491451,0.1,0,0.2,0.3
7479904,0.1,0,0.1,0.4
7477782,0.1,0.1,0.1,1.6
7513537,0.1,0.1,0.2,0.2
7501792,0.2,0.1,0.2,0.2
7505206,0.1,0.1,0.3,0.2
7513906,0.2,0.1,0.2,0.3
7484336,0.2,0.1,0.5,0.4
7480187,0.1,0.1,0.2,0.2
7510249,0.2,0.1,0.5,0.3
7502456,0.1,0.1,0.3,0.3
7482170,0.1,0.1,0.3,0.3
7476667,0.2,0.1,0.2,0.2
7479788,0.2,0.1,0.2,0.2
7499510,0.1,0.1,0.3,0.3
7484776,0.1,0.1,0.2,0.3
7491338,0.1,0.1,0.6,15.4
7514280,0.2,0.1,0.5,0.4
7508406,0.1,0.1,0.3,0.6
7490401,0.1,0.1,0.3,0.3
7485415,0.2,0.1,0.3,0.2
7489387,0.2,0,0.3,0.2
7505850,0.1,0.1,0.1,0.2
7483122,0.2,0,0.2,0.2
7509248,0.1,0.1,0.5,0.2
7500705,0.1,0,0.5,0.3
7505048,0.2,0.1,0.3,0.4
7483426,0.2,0.1,0.3,0.5
7497630,0.1,0,0.5,0.3
7501465,0.1,0.1,0.2,0.4
7491019,0.1,0.1,0.2,0.3
7512209,0.1,0.1,0.3,0.2
7479442,0.1,0.1,0.2,0.3
7502016,0.1,0.1,0.2,0.2
7512876,0.2,0.1,0.2,0.3
7475666,0.2,0.1,0.2,0.3
7477442,0.1,0.1,0.3,0.2
7484681,0.1,0.1,0.3,0.4
7493296,0.2,0.1,0.3,0.2
7506517,0.1,0.1,0.2,0.3
7490009,0.2,0.1,0.4,0.3
7500811,0.1,0.1,0.3,0.2
7511451,0.1,0.1,0.2,0.2
7511514,0.2,0.1,0.2,0.3
7499442,0.2,0.1,0.3,0.4
7494438,0.1,0.1,0.3,0.4
7492544,0.1,0,0.3,0.4
7482155,0.2,0,0.3,0.2
7506660,0.2,0,0.3,0.3
7478186,0.1,0.1,0.3,0.4
7489610,0.1,0.1,0.4,0.3
7475340,0.2,0.1,0.4,0.1
7495714,0.1,0,0.4,0.3
7487665,0.1,0,0.3,0.2
7492855,0.2,0,0.1,0.2
7486178,0.2,0.1,0.3,0.4
7486214,0.1,0,0.2,0.3
7506636,0.2,0.1,0.2,0.3
7480870,0.2,0.1,0.2,0.2
7494228,0.1,0.1,0.2,0.4
7499077,0.1,0.1,0.4,0.3
7497618,0.1,0.1,0.4,0.3
7511291,0.1,0.1,0.3,0.2
7511275,0.1,0.1,0.2,0.2
7513693,0.1,0.1,0.2,0.2
7494318,0.1,0.1,0.2,0.3
7506656,0.1,0.1,0.2,0.2
7482400,0.2,0.1,0.3,0.3
7478781,0.1,0.1,0.3,0.2
7497409,0.2,0.1,0.3,0.3
7513550,0.1,0.1,0.2,0.2
7494419,0.1,0.1,0.4,0.3
7493633,0.2,0.1,0.3,0.1
7483691,0.1,0,0.7,0.7
7503361,0.1,0.1,0.4,0.3
7476252,0.1,0,0.2,0.5
7475721,0.2,0.1,0.1,0.2
7505804,0.1,0.1,0.2,0.2
7490786,0.2,0.1,0.3,0.2
7476498,0.2,0,0.7,0.2
7493356,0.2,0,0.3,0.1
7485019,0.1,0,0.7,0.5
7510560,0.1,0,0.5,0.3
7501810,0.3,0,0.2,0.2
7487096,0.2,0,0.2,0.2
7500620,0.2,0,0.3,0.2
7483335,0.1,0,0.3,0.2
7493600,0.1,0.1,0.4,0.4
7483418,0.2,0.1,0.2,0.1
7509214,0.1,0.1,0.3,0.3
7490907,0.1,0.1,0.3,0.2
7487506,0.2,0.1,0.3,0.3
7493778,0.1,0.1,0.3,0.6
7494280,0.1,0.1,0.2,0.2
7511250,0.1,0.1,0.2,0.2
7510482,0.2,0.1,2.2,0.2
7494956,0.1,0.1,0.3,0.2
7489693,0.2,0,0.5,0.2
7488088,0.1,0,0.4,0.3
7495932,0.1,0,0.2,0.3
7511527,0.2,0,0.3,0.2
7496562,0.2,0,0.3,0.5
7489363,0.1,0,0.3,0.3
7478824,0.1,0,0.5,0.3
7486504,0.2,0,0.5,0.2
7482487,0.2,0,0.3,0.3
7496377,0.1,0.1,0.3,0.3
7488403,0.1,0.1,0.3,0.1
7510966,0.2,0.1,0.4,0.2
7482312,0.2,0.1,0.2,0.2
7481358,0.1,0,0.3,0.1
7476912,0.1,0,0.3,0.3
7512003,0.1,0,0.3,0.2
7479938,0.2,0,0.1,0.2
7510286,0.1,0,0.7,0.2
7488210,0.1,0,0.2,0.3
7478350,0.2,0,0.2,0.2
7481922,0.2,0.1,0.2,0.3
7507877,0.1,0.1,0.2,0.4
7502443,0.2,0.1,0.2,0.3
7479840,0.1,0.1,0.2,0.1
7502987,0.2,0.1,0.4,0.1
7482715,0.1,0.1,0.2,0.3
7512401,0.3,0.1,0.2,0.2
7501850,0.1,0.1,0.2,0.3
7479843,0.1,0.1,0.1,0.1
7495823,0.1,0.1,0.4,0.4
7504932,0.2,0.1,0.4,0.2
7486942,0.2,0.1,0.3,0.5
7502662,0.1,0.1,0.2,0.2
7502178,0.1,0,0.7,0.2
7508872,0.2,0,0.2,0.3
7489546,0.1,0,0.4,0.2
7475848,0.2,0,0.2,0.3
7488343,0.2,0,0.2,0.3
7501948,0.1,0.1,0.5,0.1
7509665,0.1,0,0.2,0.2
7502099,0.1,0,0.1,0.3
7485294,0.2,0,0.4,0.2
7494481,0.2,0,0.3,0.3
7500952,0.2,0,0.4,0.3
7511314,0.1,0,0.2,0.2
7487073,0.2,0.1,0.1,0.3
7503611,0.2,0.1,0.2,0.2
7512015,0.2,0.1,0.3,0.1
7507529,0.1,0.1,0.3,0.2
7482740,0.1,0.1,0.3,0.3
7501708,0.2,0.1,0.3,0.8
7513754,0.2,0.1,0.3,0.2
7504668,0.2,0,0.6,0.3
7475342,0.1,0,0.1,0.1
7481779,0.1,0,0.4,0.3
7499822,0.1,0,0.3,0.2
7503261,0.1,0,0.4,0.3
7498632,0.2,0,0.3,8.7
7491408,0.1,0,0.3,0.2
7490733,0.1,0.1,0.4,0.3
7483548,0.2,0,0.5,0.4
7505379,0.2,0.1,0.3,0.3
7500633,0.1,0.1,0.3,0.2
7481290,0.1,0.1,0.2,0.1
7490042,0.1,0.1,0.4,0.1
7491948,0.2,0.1,0.2,0.3
7505520,0.1,0.1,0.2,0.1
7509179,0.2,0,0.4,0.3
