key,b_star_traditional,b_star_ml,skip_list_traditional,skip_list_ml
7489684,0.1,0.1,0.5,0.2
7502310,0.1,0.1,0.3,0.2
7480737,0.1,0.1,0.2,0.1
7500901,0.2,0.1,0.4,0.1
7501453,0.2,0.1,0.3,0.2
7476191,0.1,0.1,0.3,0.2
7479197,0.1,0.1,0.3,0.3
7509460,0.1,0.1,0.4,0.2
7502665,0.2,0.1,0.2,0.3
7509606,0.1,0.1,0.2,0.1
7500961,0.1,0.1,0.4,0.2
7477186,0.1,0.1,0.2,0.2
7482334,0.1,0,0.3,0.4
7506776,0.1,0.1,0.2,0.2
7493585,0.1,0.1,0.3,0.2
7500443,0.2,0,0.3,0.3
7509765,0.1,0,0.3,0.2
7499494,0.2,0,0.3,0.2
7487331,0.2,0,0.3,0.2
7484376,0.1,0,0.2,0.2
7507888,0.1,0,0.2,0.2
7487273,0.2,0,0.3,0.4
7490492,0.1,0,0.3,0.2
7482185,0.1,0,0.2,0.2
7497728,0.2,0,0.3,0.2
7475836,0.1,0.1,0.2,0.1
7496973,0.2,0,0.3,0.2
7498643,0.1,0,0.2,0.2
7484399,0.2,0.1,0.3,0.1
7488370,0.1,0.1,0.2,0.4
7496194,0.1,0.1,0.3,0.3
7486336,0.1,0.1,0.5,0.5
7513169,0.1,0.1,0.3,0.2
7502825,0.2,0.1,0.1,0.3
7509325,0.1,0.1,0.4,0.2
7496946,0.2,0.1,0.2,0.2
7496594,0.1,0.1,0.2,0.2
7482588,0.1,0.1,0.2,0.3
7502247,0.1,0.1,0.2,0.2
7495838,0.1,0.1,0.2,0.3
7498315,0.2,0,0.1,0.2
7492510,0.1,0,0.3,0.2
7513606,0.1,0,0.3,0.3
7511688,0.2,0.1,0.2,0.2
7487711,0.2,0.1,0.2,0.2
7478394,0.1,0.1,0.4,0.2
7495981,0.1,0.1,0.2,0.2
7511430,0.1,0.1,0.3,0.2
7483646,0.1,0,0.3,0.2
7488483,0.1,0,0.2,0.2
7481967,0.1,0,0.2,0.3
7513018,0.1,0.1,0.2,0.2
7495448,0.1,0.1,0.3,0.2
7481973,0.1,0,0.2,0.1
7495458,0.1,0.1,0.2,0.2
7485942,0.1,0.1,0.3,0.2
7512176,0.2,0.1,0.5,0.2
7503063,0.2,0.1,0.2,0.2
7505585,0.2,0,0.3,0.2
7511610,0.1,0.5,0.2,0.2
7498406,0.2,0,0.2,0.3
7484272,0.1,0.1,0.2,0.2
7510994,0.1,0.1,0.3,0.2
7478465,0.2,0.1,0.3,0.2
7488609,0.1,0,0.3,0.2
7496295,0.1,0.1,0.2,0.2
7503165,0.2,0,0.3,0.2
7490662,0.1,0.1,0.3,0.3
7504580,0.1,0,0.4,0.2
7511168,0.2,0.1,0.2,0.2
7511832,0.1,0.1,0.2,0.3
7480635,0.1,0.1,0.2,0.1
7505561,0.2,0.1,0.1,0.2
7497606,0.1,0.1,0.3,0.2
7484506,0.1,0.1,0.5,0.2
7479119,0.2,0.1,0.2,0.3
7486930,0.1,0.1,0.4,0.2
7502327,0.2,0.1,0.2,0.1
7475546,0.2,0.1,0.2,0.2
7502717,0.1,0.1,0.2,0.3
7506956,0.1,0.1,0.2,0.2
7477315,0.2,0.1,0.3,0.4
7504591,0.1,0.1,0.2,0.1
7493558,0.2,0.1,0.3,0.2
7481080,0.2,0.1,0.2,0.2
7489010,0.1,0.1,0.4,0.2
7482294,0.1,0.1,0.2,0.2
7487521,0.2,0.1,0.2,0.2
7505926,0.1,0,0.3,0.2
7477996,0.1,0,0.1,0.2
7504622,0.1,0,0.3,0.1
7503281,0.1,0.1,0.2,0.2
7491615,0.1,0,0.2,0.2
7482917,0.2,0,0.2,0.2
7499799,0.1,0.1,0.4,0.2
7485215,0.1,0,0.3,0.3
7493449,0.2,0.1,0.2,0.2
7495510,0.1,0.1,0.3,0.1
7511834,0.1,0.1,0.2,0.1
7499930,0.1,0.1,0.2,0.2
7481617,0.1,0.1,0.2,0.3
7506904,0.2,0.1,0.2,0.2
7486764,0.1,0.1,0.3,0.2
7498638,0.1,0.1,0.2,0.2
7508994,0.3,0.1,0.3,0.3
7502534,0.2,0.1,0.3,0.2
7490618,0.1,0.1,0.3,0.1
7511643,0.2,0.1,0.2,0.2
7485546,0.1,0.1,0.4,0.3
7493160,0.2,0.1,0.2,0.2
7502118,0.1,0.1,0.2,0.1
7510244,0.1,0,0.3,0.3
7481025,0.1,0.1,0.2,0.2
7496671,0.1,0.1,0.3,0.3
7512089,0.2,0,0.3,0.2
7486039,0.1,0,0.3,0.2
7490499,0.1,0,0.3,0.2
7480810,0.2,0,0.2,0.1
7504035,0.1,0,0.5,0.2
7495224,0.1,0,0.3,0.1
7503279,0.1,0.1,0.2,0.1
7494246,0.1,0.1,0.2,0.2
7498012,0.2,0.1,0.3,0.2
7510696,0.1,0,0.3,0.1
7480093,0.1,0,0.2,0.2
7485346,0.2,0,0.2,0.2
7508206,0.2,0,0.2,0.2
7496834,0.1,0,0.2,0.3
7488496,0.1,0,0.3,0.2
7509721,0.2,0.1,0.2,0.2
7478368,0.1,0.1,0.3,0.1
7509474,0.1,0.1,0.4,0.2
7483327,0.2,0.1,0.2,0.2
7509164,0.2,0.1,0.2,0.3
7475542,0.2,0.1,0.2,0.1
7492234,0.2,0.1,0.2,0.3
7494488,0.1,0.1,0.2,0.2
7481241,0.1,0.1,0.2,0.2
7502056,0.1,0,0.2,0.1
7512204,0.2,0,0.3,0.3
7509971,0.2,0,0.2,0.2
7499162,0.1,0.1,0.2,0.3
7479637,0.2,0.1,0.2,0.1
7478274,0.1,0.1,0.2,0.2
7504927,0.2,0.1,0.3,0.2
7494953,0.1,0.1,0.2,0.2
7511918,0.1,0.1,0.2,0.2
7478492,0.1,0.1,0.2,0.2
7491385,0.2,0.1,0.2,0.2
7485259,0.1,0.1,0.3,0.3
7487031,0.1,0.1,0.2,0.2
7503629,0.2,0.1,0.2,0.2
7490725,0.1,0.1,0.3,0.3
7484461,0.2,0.1,0.3,0.3
7500740,0.1,0.1,0.3,0.2
7498842,0.1,0,0.2,0.1
7500811,0.2,0,0.2,0.2
7508598,0.1,0,0.3,0.2
7495120,0.1,0.1,0.2,0.3
7489790,0.2,0,0.4,0.2
7475359,0.1,0.1,0.2,0.3
7505284,0.1,0,0.2,0.2
7513647,0.1,0,0.3,0.2
7510230,0.2,0,0.3,0.2
7507585,0.1,0.1,0.1,0.3
7494885,0.1,0,0.2,0.2
7478920,0.2,0,0.3,0.2
7508307,0.2,0,0.2,0.2
7488091,0.1,0,0.2,0.3
7482577,0.1,0,0.2,0.2
7500109,0.1,0.1,0.3,0.2
7507531,0.2,0,0.3,0.2
7489796,0.1,0.1,0.3,0.1
7506135,0.2,0.1,0.3,0.1
7500158,0.1,0.1,0.3,0.2
7494406,0.1,0.1,0.3,0.2
7482390,0.2,0.1,0.1,0.2
7495532,0.1,0.1,0.1,0.2
7483159,0.1,0,0.2,0.2
7504026,0.2,0,0.3,0.2
7511723,0.1,0.1,0.2,0.2
7506789,0.1,0.1,0.2,0.1
7506354,0.2,0.1,0.3,0.2
7494156,0.1,0.1,0.2,0.2
7495082,0.1,0.1,0.1,0.1
7495870,0.1,0.1,0.2,0.1
7499570,0.1,0.1,0.3,0.2
7477724,0.1,0,0.1,0.2
7493560,0.1,0,0.2,0.2
7507107,0.2,0,0.2,0.1
7489028,0.1,0,0.2,0.2
7505806,0.1,0,0.2,0.1
7495896,0.1,0,0.2,0.2
7483879,0.1,0.1,0.1,0.3
7504282,0.2,0,0.2,0.2
7499255,0.2,0,0.2,0.2
7494664,0.3,0,0.2,0.2
7496003,0.1,0,0.3,0.2
7489066,0.1,0,0.3,0.2
7501891,0.1,0,0.2,0.3
7478265,0.2,0,0.1,0.1
7512322,0.1,0,0.2,0.2
7477106,0.1,0,0.3,0.4
7491310,0.1,0,0.3,0.3
7493068,0.2,0,0.2,0.3
7476515,0.2,0,0.2,0.2
7489729,0.1,0,0.4,0.3
7475636,0.1,0.1,0.2,0.3
7475745,0.1,0.1,0.1,0.3
7478773,0.1,0.1,0.2,0.2
7494564,0.1,0.1,0.2,0.2
7484178,0.1,0.1,0.2,0.2
7482641,0.2,0.1,0.2,0.1
7487254,0.1,0.1,0.2,0.2
7510508,0.1,0.1,0.3,0.2
7512802,0.2,0.1,0.3,0.2
7505200,0.1,0.1,0.2,0.1
7493035,0.2,0.1,0.2,0.1
7492407,0.2,0,0.3,0.3
7503057,0.2,0,0.3,0.2
7497654,0.2,0.1,0.2,0.2
7490637,0.2,0.1,0.3,0.2
7510030,0.2,0.1,0.2,0.2
7494554,0.1,0.1,0.2,0.1
7475420,0.1,0.1,0.1,0.2
7483125,0.1,0.1,0.2,0.1
7504737,0.2,0.1,0.3,0.2
7479530,0.1,0.1,0.2,0.2
7483973,0.2,0.1,0.2,0.2
7482032,0.2,0.1,0.2,0.2
7489501,0.2,0.1,0.3,0.1
7492654,0.1,0.1,0.4,0.1
7493673,0.1,0.1,0.3,0.2
7494203,0.2,0.1,0.2,0.3
7475647,0.1,0.1,0.2,0.1
7502515,0.2,0.1,0.3,0.2
7490966,0.1,0.1,0.2,0.3
7506465,0.1,0.1,0.4,0.3
7483709,0.2,0.1,0.2,0.2
7482779,0.5,0.1,0.3,0.2
7509017,0.1,0.1,0.3,0.2
7499954,0.1,0.1,0.3,0.2
7507820,0.1,0.1,0.3,0.3
7503800,0.1,0.1,0.2,0.2
7513017,0.2,0,0.2,0.2
7502341,0.1,0,0.2,0.2
7478878,0.2,0,0.2,0.2
7513975,0.1,0,0.2,0.2
7511147,0.1,0,3.5,0.1
7476222,0.1,0,0.1,0.4
7487981,0.1,0,0.2,0.3
7479495,0.2,0,0.2,0.2
7494795,0.2,0,0.2,0.2
7484636,0.2,0,0.5,0.2
7491188,0.1,0,0.2,0.3
7509796,0.1,0,0.3,0.2
7497644,0.1,0,0.3,0.4
7497461,0.1,0,0.2,0.2
7502154,0.2,0,0.2,0.2
7499812,0.1,0.1,0.2,0.2
7497029,0.1,0,0.2,0.1
7477807,0.1,0.1,0.1,0.3
7494510,0.1,0.1,0.2,0.1
7486967,0.1,0.1,0.4,0.2
7485625,0.2,0.1,0.2,0.3
7505000,0.2,0.1,0.3,0.2
7510115,0.1,0.1,0.3,0.2
7507780,0.1,0.1,0.2,0.1
7475641,0.2,0.1,0.2,0.1
7511784,0.1,0.1,0.2,0.2
7509093,0.1,0.1,0.2,0.2
7484441,0.2,0.1,0.2,0.2
7489862,0.2,0.1,0.4,0.2
7492805,0.1,0.1,0.3,0.2
7496253,0.1,0.1,0.4,0.3
7496686,0.1,0,0.4,0.3
7497093,0.1,0,0.1,0.2
7486446,0.1,0,0.4,0.3
7499845,0.1,0,0.2,0.2
7477696,0.1,0.1,0.2,0.1
7504368,0.1,0.1,0.4,0.3
7481439,0.1,0.1,0.1,0.1
7506351,0.2,0.1,0.3,0.2
7514210,0.1,0.1,0.4,0.3
7487406,0.1,0.1,0.2,0.3
7491600,0.1,0.1,0.2,0.2
7513752,0.2,0.1,0.2,0.2
7513607,0.1,0.1,0.2,0.2
7490300,0.2,0.1,0.2,0.3
7478307,0.2,0.1,0.2,0.1
7494650,0.1,0,0.2,0.1
7496877,0.2,0,0.1,0.2
7497162,0.1,0,0.2,0.2
7484566,2.4,0,0.2,0.2
7509610,0.1,0,0.3,0.2
7477861,0.2,0.1,0.2,0.2
7485455,0.1,0.1,0.2,0.2
7500425,0.1,0.1,0.3,0.3
7488201,0.1,0,0.2,0.2
7480002,0.2,0,0.2,0.3
7499316,0.1,0,0.2,0.2
7502826,0.2,0,0.2,0.3
7505467,0.2,0,0.3,0.2
7514297,0.1,0.1,0.4,0.4
7483935,0.1,0.1,0.2,0.2
7505107,0.2,0.1,0.3,0.2
7482823,0.2,0.1,0.2,0.2
7481171,0.2,0.1,0.2,0.2
7506922,0.1,0.1,0.2,0.2
7507922,0.1,0.1,0.2,0.2
7496255,0.2,0.1,0.2,0.2
7488136,0.8,0.1,0.2,0.2
7477242,0.2,0.1,0.1,0.2
7501696,0.1,0.1,0.2,0.2
7499887,0.1,0.1,0.3,0.1
7484930,0.1,0.1,0.3,0.2
7498994,0.2,0.1,0.3,0.2
7490421,0.1,0.1,0.3,0.3
7493702,0.1,0.1,0.4,0.2
7493652,0.1,0.1,0.2,0.2
7500250,0.1,0.1,0.3,0.2
7491422,0.1,0.1,0.2,0.2
7491352,0.1,0.1,0.1,0.2
7492297,0.2,0.1,0.3,0.2
7508044,0.1,0.1,0.2,0.3
7480452,0.1,0.1,0.1,0.2
7492832,0.1,0.1,0.2,0.1
7483819,0.1,0,0.4,0.2
7486258,0.2,0.1,0.3,0.5
7510734,0.1,0.1,0.2,0.2
7485576,0.2,0.1,0.2,0.2
7476593,0.1,0,0.2,0.2
7477909,0.2,0.1,0.2,0.2
7505736,0.1,0,0.2,0.2
7482413,0.1,0,0.2,0.1
7514008,0.1,0.1,0.3,0.2
7480002,0.2,0.1,0.2,0.2
7502601,0.1,0.1,0.3,0.2
7502124,0.1,0,0.2,0.2
7482085,0.1,0,0.3,0.2
7478554,0.2,0.1,0.3,0.3
7494012,0.1,0.1,0.2,0.2
7500081,0.2,0,0.3,0.2
7498403,0.1,0.1,0.1,0.3
7502132,0.1,0.1,0.2,0.1
7486806,0.1,0.1,0.3,0.2
7510496,0.1,0.1,0.3,0.3
7510952,0.1,0,0.3,0.2
7495132,0.1,0.1,0.3,0.2
7476031,0.1,0,0.2,0.1
7495040,0.1,0.1,0.2,0.3
7502460,0.1,0.1,0.3,0.1
7497025,0.1,0.1,0.2,0.1
7480941,0.2,0,0.2,0.1
7512519,0.1,0.1,0.4,0.3
7513696,0.1,0.1,0.2,0.2
7495843,0.1,0.1,0.3,0.2
7498835,0.1,0.1,0.3,0.2
7510873,0.2,0.1,0.3,0.2
7510145,0.2,0.1,0.3,0.2
7482388,0.1,0,0.3,0.1
7484251,0.2,0,0.1,0.3
7510489,0.1,0,0.3,0.2
7482526,0.1,0.1,0.5,0.2
7505379,0.1,0.1,0.2,0.2
7484156,0.1,0.1,0.3,0.1
7480327,0.2,0.2,0.1,0.2
7490296,0.1,0,0.3,0.2
7507005,0.2,0,0.3,0.2
7486473,0.1,0,0.4,0.2
7481505,0.1,0.1,0.2,0.2
7490899,0.2,0.1,0.3,0.2
7486492,0.2,0.1,0.3,0.1
7505382,0.1,0.1,0.2,0.2
7495574,0.1,0.1,0.3,0.2
7487116,0.1,0.1,0.3,0.2
7495442,0.1,0.1,0.3,0.2
7501098,0.2,0.1,0.3,0.2
7512853,0.1,0.1,0.2,0.2
7482357,0.1,0.1,0.1,0.2
7501666,0.1,0.1,0.2,0.2
7498709,0.1,0,0.2,0.2
7495001,0.1,0,0.2,0.1
7500831,0.1,0,0.3,0.1
7490639,0.1,0,0.4,0.1
7505251,0.1,0.1,0.3,0.2
7510894,0.1,0.1,0.3,0.1
7477300,0.2,0.1,0.4,0.1
7486485,0.1,0.1,0.4,0.2
7510230,0.2,0.1,0.3,0.2
7504654,0.1,0.1,0.3,0.1
7509139,0.2,0.1,0.3,0.2
7508762,0.1,0.1,0.2,0.2
7483166,0.1,0.1,0.2,0.2
7503801,0.1,0.1,0.3,0.3
7489126,0.1,0.1,0.3,0.2
7500179,0.1,0.1,0.3,0.2
7496402,0.1,0.1,0.4,0.2
7491688,0.1,0.1,0.2,0.1
7475470,0.1,0,0.2,0.1
7477435,0.1,0,0.2,0.1
7493658,0.1,0,0.3,0.1
7477574,0.1,0,0.4,0.1
7505150,0.1,0,0.2,0.3
7508434,0.1,0,0.3,0.2
7501310,0.1,0.1,0.1,0.2
7497558,0.1,0.1,0.3,0.4
7498263,0.1,0.1,0.2,0.2
7492711,0.1,0.1,0.3,0.1
7487001,0.1,0.1,0.5,0.1
7492447,0.1,0.1,0.2,0.1
7491534,0.1,0.1,0.2,0.1
7486676,0.2,0.1,0.2,0.2
7506611,0.1,0.1,0.3,0.2
7501385,0.1,0.1,0.2,0.2
7514339,0.1,0.1,0.5,0.4
7492338,0.1,0.1,0.2,0.2
7501096,0.1,0,0.2,0.1
7489604,0.2,0,0.3,0.2
7501492,0.1,0,0.2,0.1
7487809,0.1,0,0.2,0.2
7501552,0.1,0.1,0.1,0.1
7484502,0.1,0.1,0.3,0.1
7498259,0.1,0.1,0.1,0.1
7483585,0.1,0.1,0.2,0.2
7487567,0.1,0.1,0.3,0.2
7495782,0.1,0.1,0.3,0.2
7493623,0.1,0.1,0.3,0.1
7480088,0.2,0.1,0.1,0.2
7498553,0.1,0.1,0.1,0.2
7500275,0.1,0.1,0.3,0.2
7488600,0.1,0.1,0.4,0.2
7501305,0.1,0.1,0.1,0.2
7478573,0.1,0.1,0.2,0.1
7479128,0.2,0.1,0.2,0.2
7489393,0.1,0.1,0.3,0.3
7503647,0.1,0.1,0.3,0.2
7495903,0.1,0.1,0.2,0.2
7512220,0.1,0.1,0.3,0.2
7483407,0.1,0.1,0.5,0.2
7491284,0.1,0.1,0.1,0.2
7501522,0.1,0,0.2,0.1
7485026,0.1,0.1,0.4,0.1
7479885,0.1,0.1,0.1,0.2
7478563,0.2,0,0.2,0.1
7503407,0.1,0,0.2,0.2
7513292,0.1,0,0.3,0.3
7476876,0.1,0,0.2,0.6
7514490,0.1,0,0.2,0.2
7480033,0.1,0,0.2,0.2
7501837,0.1,0.1,0.2,0.2
7514443,0.2,0.1,0.2,0.2
7489126,0.1,0.1,0.3,0.2
7514381,0.1,0.1,0.2,0.2
7491802,0.1,0.1,0.2,0.2
7481291,0.1,0.1,0.2,0.2
7483535,0.1,0.1,0.2,0.3
7513094,0.1,0.1,0.2,0.1
7488509,0.1,0.1,0.3,0.1
7499437,0.1,0.1,0.3,0.3
7483872,0.1,0.1,0.2,0.2
7502211,0.1,0.1,0.2,0.2
7481345,0.2,0.1,0.2,0.1
7495843,0.1,0.1,0.3,0.2
7493483,0.2,0.1,0.3,0.2
7510060,0.1,0,0.3,0.3
7486191,0.1,0,0.4,0.2
7492798,0.1,0,0.2,0.2
7491485,0.1,0,0.3,0.2
7480182,0.1,0.1,0.1,0.2
7498137,0.1,0.1,0.2,0.3
7498852,0.1,0,0.3,0.2
7489959,0.2,0,0.4,0.3
7479673,0.2,0,0.2,0.2
7498406,0.1,0,0.1,0.2
7512969,0.1,0,0.2,0.2
7487089,0.2,0,0.2,0.2
7508545,0.1,0.1,0.2,0.2
7482206,0.1,0.1,0.1,0.2
7504773,0.1,0,0.3,0.2
7492540,0.1,0.1,0.3,0.2
7489565,0.1,0,0.3,0.2
7494262,0.1,0.1,0.2,0.2
7490174,0.2,0,0.2,0.2
7500537,0.1,0,0.6,0.3
7489094,0.1,0,0.3,0.2
7480496,0.1,0,0.1,0.2
7488094,0.1,0,0.2,0.3
7507849,0.2,0.1,0.2,0.2
7493255,0.1,0.1,0.2,0.2
7495242,0.1,0.1,0.4,0.2
7476977,0.1,0.1,0.5,0.3
7492664,0.2,0.1,0.2,0.1
7495590,0.1,0.1,0.2,0.1
7480219,0.1,0.1,0.2,0.2
7489150,0.1,0.1,0.3,0.2
7487888,0.1,0.1,0.3,0.2
7496176,0.1,0.1,0.3,0.2
7509776,0.2,0.1,0.3,0.2
7492089,0.1,0.1,0.2,0.2
7512123,0.2,0.1,0.6,0.2
7500445,0.1,0.1,0.2,0.3
7483447,0.1,0.1,0.2,0.2
7508406,0.1,0.1,0.2,0.3
7488498,0.1,0.1,0.3,0.1
7510332,0.1,0.1,0.3,0.1
7511820,0.2,0.1,0.2,0.2
7505237,0.1,0.1,0.3,0.2
7503772,0.2,0.1,0.3,0.1
7478955,0.1,0.1,0.3,0.1
7507909,0,0,0.2,0.2
7504735,0.1,0,0.3,0.1
7480343,0.1,0,0.2,0.1
7494560,0.1,0.1,0.3,0.2
7502957,0.2,0,0.4,0.3
7486749,0.1,0,0.3,0.3
7513780,0.1,0,0.2,0.2
7499233,0.1,0,0.2,0.2
7514050,0.2,0,0.2,0.2
7495552,0.1,0,0.2,0.2
7478559,0.1,0,0.2,0.1
7475439,0.2,0,0.1,0.1
7500850,0,0,0.3,0.1
7481204,0.1,0,0.2,0.1
7508055,0.1,0.1,0.2,0.2
7482791,0.2,0.1,0.3,0.2
7494301,0.1,0.1,0.3,0.2
7486215,0.1,0.1,0.3,0.2
7480547,0.2,0.1,0.3,0.1
7498121,0.2,0.1,0.2,0.2
7493481,0.2,0.1,0.4,0.2
7509450,0.1,0.1,0.4,0.2
7508957,0.1,0.1,0.2,0.2
7500874,0.1,0.1,0.2,0.1
7488092,0.1,0.1,0.2,0.3
7502104,0.1,0.1,0.2,0.2
7488120,0.2,0.1,0.1,0.2
7482093,0.1,0.1,0.2,0.1
7476670,0.1,0.1,0.2,0.5
7495098,0.1,0.1,0.2,0.1
7501689,0.2,0.1,0.2,0.1
7505266,0.1,0.1,0.2,0.2
7485316,0.1,0.1,0.4,0.2
7487718,0.1,0.1,0.2,0.2
7494370,0.1,0.1,0.3,0.1
7495618,0.1,0,0.2,0.2
7496781,0.1,0.1,0.2,0.2
7490346,0.1,0.1,0.3,0.2
7502392,0.2,0.1,0.2,0.2
7477539,0.1,0.1,0.3,0.2
7490153,0.1,0.1,0.8,0.2
7506277,0.1,0.1,0.3,0.2
7475825,0.2,0.1,0.1,0.2
7503657,0.1,0.1,0.2,0.2
7501339,0.2,0.1,0.2,0.2
7494836,0.1,0.1,0.2,0.2
7513780,0,0.1,0.2,0.2
7483977,0.1,0.1,0.2,0.3
7512108,0.1,0.1,0.3,0.2
7491362,0.1,0.1,0.2,0.2
7507813,0.1,0.1,0.2,0.3
7495134,0.1,0,0.3,0.2
7509449,0.1,0,0.3,0.2
7494797,0.1,0,0.1,0.2
7485343,0.1,0.1,0.2,0.2
7480991,0.2,0.1,0.2,0.1
7483839,0.1,0,0.3,0.1
7495340,0.1,0.1,0.3,0.2
7491168,0.1,0.1,0.2,0.2
7476269,0.2,0.1,0.2,0.3
7512078,0.1,0.1,0.3,0.2
7487802,0.2,0.1,0.3,0.1
7513839,0.1,0.1,0.2,0.2
7497767,0.1,0.1,0.3,0.2
7497073,0.1,0.1,0.8,0.2
7490589,0.2,0.1,0.3,0.3
7512409,0.1,0,0.3,0.2
7489771,0.1,0,0.4,0.1
7494594,0.1,0,0.2,0.1
7492986,0.1,0,0.3,0.2
7499677,0.1,0,0.3,0.2
7490465,0.2,0.1,0.3,0.2
7494082,0.1,0.1,0.2,0.2
7509511,0.1,0.1,0.4,0.2
7502698,0.1,0.1,0.1,0.2
7500340,0.1,0.1,0.2,0.3
7503656,0.1,0.1,0.2,0.2
7506398,0.1,0,0.8,0.2
7514111,0.2,0,0.3,0.1
7495999,0.1,0,0.3,0.2
7514071,0.1,0,0.2,0.2
7495250,0.1,0,0.2,0.2
7489591,0.1,0,0.3,0.2
7501932,0.2,0,0.2,0.2
7484242,0.1,0.1,0.1,0.2
7482339,0.1,0.1,0.2,0.2
7504895,0.3,0.1,0.4,0.2
7495745,0.1,0.1,0.2,0.2
7512670,0.1,0.1,0.2,0.2
7490278,0.1,0.1,0.5,0.1
7501218,0.2,0.1,0.2,0.2
7491933,0.1,0.1,0.2,0.3
7512931,0.2,0.1,0.3,0.2
7494947,0.2,0.1,0.2,0.2
7476718,0.1,0.1,0.2,0.3
7500469,0.2,0,0.2,0.2
7499371,0.1,0,0.2,0.2
7497186,0.1,0,0.2,0.2
7514037,0.1,0.1,0.2,0.2
7509466,0.1,0.1,0.3,0.2
7487120,0.2,0.1,0.1,0.2
7492907,0.1,0.1,0.2,0.2
7481495,0.2,0.1,0.2,0.3
7502545,0.1,0.1,0.2,0.2
7484820,0.1,0.1,0.4,0.2
7480987,0.2,0.1,0.2,0.2
7484763,0.1,0.1,0.1,0.2
7501925,0.1,0.1,0.2,0.2
7486755,0.1,0.1,0.3,0.2
7510887,0.1,0.1,0.3,0.2
7495050,0.1,0.1,0.2,0.2
7492186,0.2,0.1,0.2,0.2
7510979,0.1,0.1,0.2,0.2
7514304,0.1,0.1,0.4,0.3
7503814,0.2,0.1,0.3,0.2
7490283,0.1,0.1,0.4,0.1
7512268,0.1,0.1,0.1,0.1
7512861,0.1,0.1,0.2,0.1
7494894,0.1,0.1,0.3,0.1
7497918,0.1,0.1,0.2,0.3
7489952,0.1,0.1,0.4,0.2
7475458,0.1,0.1,0.2,0.2
7483641,0.1,0.1,0.3,0.2
7485141,0.1,0.1,0.3,0.2
7502757,0.1,0,0.1,0.2
7494697,0.1,0,0.3,0.2
7504323,0.2,0,0.2,0.3
7494863,0.1,0,0.2,0.1
7479170,0.1,0,0.3,0.1
7478032,0.2,0,0.1,0.4
7479772,0.1,0.1,0.2,0.2
7505146,0.2,0.1,0.1,0.3
7476333,0.1,0.1,0.1,0.1
7494510,0,0.1,0.2,0.1
7483807,0.1,0.1,0.3,0.2
7494390,0.1,0.1,0.2,0.3
7491497,0.1,0.1,0.1,0.2
7500740,0.2,0.1,0.3,0.2
7506053,0.1,0,0.3,0.1
7501976,0.1,0,0.2,0.2
7479650,0.1,0,0.2,0.2
7509342,0.1,0,0.3,0.3
7502500,0.1,0,0.2,0.2
7501310,0.1,0.1,0.2,0.2
7505169,0.1,0,0.2,0.2
7512431,0.1,0,0.2,0.2
7512152,0.1,0,0.3,0.2
7506809,0.2,0,0.1,0.2
7502704,0.1,0,0.1,0.3
7475913,0.1,0,0.2,0.3
7482005,0.1,0,0.3,0.2
7495653,0.1,0,0.3,0.3
7479527,0.1,0,0.2,0.2
7504560,0.1,0,0.3,0.2
7483969,0.1,0,0.2,0.1
7487018,0.1,0.1,0.6,0.2
7476912,0.1,0.1,0.2,0.2
7510707,0.1,0.1,0.3,0.2
7496141,0.1,0.1,0.3,0.2
7478279,0.1,0.1,0.2,0.1
7493454,0.2,0.1,0.3,0.2
7507896,0.2,0.1,0.2,0.2
7509187,0.1,0,0.3,0.2
7501868,0.2,0.1,0.2,0.2
7514214,0.1,0.1,0.4,0.2
7508228,0.1,0.1,0.2,0.2
7484948,0.1,0.1,0.3,0.1
7501641,0.1,0.1,0.2,0.2
7495144,0.1,0.1,0.2,0.2
7478064,0.1,0.1,0.2,0.2
7494650,0.1,0.1,0.3,0.2
7490397,0.1,0.1,0.3,0.2
7483274,0.2,0.1,0.2,0.1
7508857,0.1,0.1,0.2,0.1
7485664,0.2,0.1,0.2,0.2
7489419,0.1,0.1,0.3,0.1
7490208,0.1,0,0.2,0.1
7479054,0.2,0,0.3,0.2
7477419,0.1,0,0.2,0.2
7476769,0.1,0,0.2,0.3
7493541,0.1,0,0.3,0.2
7502915,0.1,0.1,0.2,0.2
7513973,0.1,0,0.3,0.2
7513046,0.1,0.1,0.2,0.3
7497693,0.1,0,0.3,0.2
7499862,0.1,0,0.3,0.2
7509377,0.1,0,0.3,0.4
7485562,0.1,0,0.2,0.2
7481066,0.1,0,0.1,0.2
7494576,0.1,0.1,0.2,0.2
7490223,0.1,0.1,0.3,0.2
7503399,0.1,0.1,0.2,0.2
7511727,0.2,0.1,0.2,0.4
7491125,0.1,0.1,0.2,0.3
7506776,0.1,0.1,0.2,0.2
7481792,0.1,0.1,0.2,0.7
7506984,0.1,0.1,0.2,0.2
7511608,0.2,0.1,0.2,0.2
7483889,0.1,0.1,0.1,0.2
7497509,0.2,0.1,0.3,0.2
7507455,0.1,0.1,0.3,0.2
7505337,0.1,0.1,0.2,0.3
7497633,0.1,0.1,0.2,0.2
7492695,0.2,0.1,0.2,0.2
7509571,0.1,0,0.3,0.2
7483412,0.2,0,0.1,0.1
7493166,0.1,0.1,0.2,0.2
7477890,0.2,0,0.3,0.2
7490482,0.1,0,0.2,0.2
7507906,0.1,0,0.1,0.1
7481290,0.1,0.1,0.2,0.1
7478614,0.2,0.1,0.2,0.2
